kelurahan_id,poi_reach_cbd_weighted
IDN.7.3.10.1_1,46.48148148148148
IDN.7.3.10.2_1,28.36
IDN.7.3.10.3_1,32.36
IDN.7.3.10.4_1,57.81481481481482
IDN.7.3.10.5_1,35.77777777777778
IDN.7.3.11.1_1,35.24
IDN.7.3.11.2_1,48.28
IDN.7.3.11.3_1,62.0
IDN.7.3.12.1_1,96.07407407407408
IDN.7.3.12.2_1,96.0
IDN.7.3.12.3_1,87.14814814814815
IDN.7.3.12.4_1,70.14814814814815
IDN.7.3.12.5_1,65.14814814814815
IDN.7.3.12.6_1,85.4074074074074
IDN.7.3.12.7_1,92.55555555555556
IDN.7.3.4.10_1,36.64
IDN.7.3.4.7_1,57.12903225806452
IDN.7.3.4.8_1,48.64
IDN.7.3.4.9_1,50.16
IDN.7.3.5.1_1,72.41176470588235
IDN.7.3.5.2_1,61.411764705882355
IDN.7.3.5.3_1,68.41176470588235
IDN.7.3.5.4_1,65.41176470588235
IDN.7.3.5.5_1,74.30434782608695
IDN.7.3.6.1_1,75.19354838709677
IDN.7.3.6.2_1,51.16
IDN.7.3.6.3_1,73.16129032258064
IDN.7.3.6.4_1,70.70967741935483
IDN.7.3.6.5_1,79.29032258064517
IDN.7.3.7.1_1,90.76470588235294
IDN.7.3.7.2_1,95.87878787878788
IDN.7.3.7.3_1,100.81818181818181
IDN.7.3.7.4_1,96.88888888888889
IDN.7.3.7.5_1,95.94117647058823
IDN.7.3.7.6_1,94.8
IDN.7.3.8.1_1,48.391304347826086
IDN.7.3.8.2_1,91.68
IDN.7.3.8.3_1,75.25
IDN.7.3.8.4_1,71.5
IDN.7.3.8.5_1,104.72727272727273
IDN.7.3.8.6_1,98.5
IDN.7.3.8.7_1,73.65217391304348
IDN.7.3.9.1_1,101.41176470588235
IDN.7.3.9.2_1,108.41176470588235
IDN.7.3.9.3_1,
IDN.7.3.9.4_1,
IDN.7.3.9.5_1,95.41176470588235
IDN.7.4.1.1_1,97.0
IDN.7.4.1.2_1,
IDN.7.4.1.3_1,101.0
