kelurahan_id,poi_reach_cbd_weighted
IDN.7.2.3.4_1,86.57894736842105
IDN.7.2.4.1_1,111.42857142857143
IDN.7.2.4.2_1,109.3157894736842
IDN.7.2.4.3_1,104.17647058823529
IDN.7.2.4.4_1,111.0
IDN.7.2.4.5_1,100.47368421052632
IDN.7.2.4.6_1,109.0
IDN.7.2.4.7_1,96.0
IDN.7.2.4.8_1,109.17647058823529
IDN.7.2.5.1_1,66.14814814814815
IDN.7.2.5.2_1,46.18518518518518
IDN.7.2.5.3_1,57.074074074074076
IDN.7.2.5.4_1,47.51851851851852
IDN.7.2.5.5_1,68.96296296296296
IDN.7.2.6.1_1,106.0
IDN.7.2.6.2_1,105.63157894736842
IDN.7.2.6.3_1,105.83333333333333
IDN.7.2.6.4_1,91.0
IDN.7.2.6.5_1,87.10526315789474
IDN.7.2.7.1_1,90.21052631578948
IDN.7.2.7.2_1,80.92592592592592
IDN.7.2.7.3_1,85.0
IDN.7.2.7.4_1,75.25925925925925
IDN.7.2.7.5_1,88.18518518518519
IDN.7.2.7.6_1,86.4074074074074
IDN.7.2.8.1_1,43.96
IDN.7.2.8.2_1,51.0
IDN.7.2.8.3_1,66.62962962962963
IDN.7.2.8.4_1,40.84
IDN.7.2.8.5_1,59.22222222222222
IDN.7.2.8.6_1,53.074074074074076
IDN.7.2.8.7_1,66.32
IDN.7.3.1.1_1,35.73913043478261
IDN.7.3.1.2_1,49.17391304347826
IDN.7.3.1.3_1,47.95652173913044
IDN.7.3.1.4_1,70.17391304347827
IDN.7.3.1.5_1,69.21739130434783
IDN.7.3.2.1_1,100.0
IDN.7.3.2.2_1,
IDN.7.3.2.3_1,82.0
IDN.7.3.2.4_1,101.0
IDN.7.3.2.5_1,
IDN.7.3.2.6_1,84.75
IDN.7.3.3.1_1,61.411764705882355
IDN.7.3.4.1_1,63.87096774193548
IDN.7.3.4.2_1,69.03225806451613
IDN.7.3.4.3_1,51.72
IDN.7.3.4.4_1,55.72
IDN.7.3.4.5_1,60.70967741935484
IDN.7.3.4.6_1,62.774193548387096
