kelurahan_id,poi_reach_cbd_weighted
IDN.4.8.10.1_1,
IDN.4.8.10.2_1,
IDN.4.8.10.3_1,
IDN.4.8.10.4_1,
IDN.4.8.10.5_1,
IDN.4.8.10.6_1,
IDN.4.8.10.7_1,
IDN.4.8.11.10_1,
IDN.4.8.11.1_1,
IDN.4.8.11.2_1,
IDN.4.8.11.3_1,
IDN.4.8.11.4_1,
IDN.4.8.11.5_1,
IDN.4.8.11.6_1,
IDN.4.8.11.7_1,
IDN.4.8.11.8_1,
IDN.4.8.11.9_1,
IDN.4.8.6.1_1,
IDN.4.8.6.2_1,
IDN.4.8.6.3_1,
IDN.4.8.6.4_1,
IDN.4.8.6.5_1,
IDN.4.8.6.6_1,
IDN.4.8.6.7_1,
IDN.4.8.6.8_1,
IDN.4.8.6.9_1,
IDN.4.8.7.10_1,
IDN.4.8.7.1_1,
IDN.4.8.7.2_1,
IDN.4.8.7.3_1,
IDN.4.8.7.4_1,
IDN.4.8.7.5_1,
IDN.4.8.7.6_1,
IDN.4.8.7.7_1,
IDN.4.8.7.8_1,
IDN.4.8.7.9_1,
IDN.4.8.8.1_1,
IDN.4.8.8.2_1,
IDN.4.8.8.3_1,
IDN.4.8.8.4_1,
IDN.4.8.8.5_1,
IDN.4.8.8.6_1,
IDN.4.8.8.7_1,
IDN.4.8.8.8_1,
IDN.4.8.9.1_1,
IDN.4.8.9.2_1,99.0
IDN.4.8.9.3_1,89.0
IDN.4.8.9.4_1,32.0
IDN.4.8.9.5_1,42.0
IDN.4.8.9.6_1,11.0
