kelurahan_id,poi_reach_cbd_weighted
IDN.4.8.17.10_1,70.0
IDN.4.8.17.11_1,98.0
IDN.4.8.17.1_1,114.0
IDN.4.8.17.2_1,87.0
IDN.4.8.17.3_1,109.0
IDN.4.8.17.4_1,
IDN.4.8.17.5_1,
IDN.4.8.17.6_1,
IDN.4.8.17.7_1,76.5
IDN.4.8.17.8_1,
IDN.4.8.17.9_1,72.0
IDN.4.8.18.10_1,
IDN.4.8.18.11_1,
IDN.4.8.18.12_1,
IDN.4.8.18.13_1,
IDN.4.8.18.14_1,
IDN.4.8.18.1_1,
IDN.4.8.18.2_1,
IDN.4.8.18.3_1,
IDN.4.8.18.4_1,
IDN.4.8.18.5_1,
IDN.4.8.18.6_1,
IDN.4.8.18.7_1,
IDN.4.8.18.8_1,
IDN.4.8.18.9_1,
IDN.4.8.19.1_1,
IDN.4.8.19.2_1,
IDN.4.8.19.3_1,
IDN.4.8.19.4_1,
IDN.4.8.19.5_1,
IDN.4.8.19.6_1,
IDN.4.8.19.7_1,
IDN.4.8.19.8_1,
IDN.4.8.20.1_1,
IDN.4.8.20.2_1,
IDN.4.8.20.3_1,
IDN.4.8.20.4_1,
IDN.4.8.20.5_1,
IDN.4.8.20.6_1,
IDN.4.8.20.7_1,
IDN.4.8.20.8_1,
IDN.4.8.20.9_1,
IDN.4.8.21.1_1,
IDN.4.8.21.2_1,
IDN.4.8.21.3_1,
IDN.4.8.21.4_1,
IDN.4.8.21.5_1,
IDN.4.8.21.6_1,
IDN.4.8.21.7_1,
IDN.4.8.21.8_1,
