kelurahan_id,poi_reach_cbd_weighted
IDN.4.7.1.1_1,96.41176470588235
IDN.4.7.1.2_1,87.91304347826087
IDN.4.7.1.3_1,113.41176470588235
IDN.4.7.1.4_1,
IDN.4.7.1.5_1,80.78260869565217
IDN.4.7.1.6_1,86.41176470588235
IDN.4.7.2.1_1,
IDN.4.7.2.2_1,
IDN.4.7.2.3_1,120.0
IDN.4.7.2.4_1,
IDN.4.7.2.5_1,
IDN.4.7.2.6_1,
IDN.4.7.2.7_1,
IDN.4.7.3.1_1,
IDN.4.7.3.2_1,
IDN.4.7.3.3_1,
IDN.4.7.3.4_1,
IDN.4.7.3.5_1,
IDN.4.7.3.6_1,
IDN.4.7.3.7_1,
IDN.4.7.3.8_1,
IDN.4.7.4.1_1,
IDN.4.8.27.8_1,
IDN.4.8.28.10_1,
IDN.4.8.28.11_1,
IDN.4.8.28.12_1,
IDN.4.8.28.13_1,
IDN.4.8.28.1_1,
IDN.4.8.28.2_1,
IDN.4.8.28.3_1,
IDN.4.8.28.4_1,
IDN.4.8.28.5_1,
IDN.4.8.28.6_1,
IDN.4.8.28.7_1,
IDN.4.8.28.8_1,
IDN.4.8.28.9_1,
IDN.4.8.29.10_1,
IDN.4.8.29.11_1,
IDN.4.8.29.12_1,
IDN.4.8.29.13_1,
IDN.4.8.29.14_1,
IDN.4.8.29.1_1,
IDN.4.8.29.2_1,
IDN.4.8.29.3_1,
IDN.4.8.29.4_1,
IDN.4.8.29.5_1,
IDN.4.8.29.6_1,
IDN.4.8.29.7_1,
IDN.4.8.29.8_1,
IDN.4.8.29.9_1,
