kelurahan_id,poi_reach_cbd_weighted
IDN.9.4.10.10_1,
IDN.9.4.10.11_1,
IDN.9.4.10.1_1,76.0
IDN.9.4.10.2_1,114.0
IDN.9.4.10.3_1,81.0
IDN.9.4.10.4_1,82.0
IDN.9.4.10.5_1,
IDN.9.4.10.6_1,
IDN.9.4.10.7_1,118.0
IDN.9.4.10.8_1,
IDN.9.4.10.9_1,
IDN.9.4.11.1_1,
IDN.9.4.11.2_1,
IDN.9.4.11.3_1,
IDN.9.4.11.4_1,
IDN.9.4.11.5_1,
IDN.9.4.11.6_1,
IDN.9.4.11.7_1,
IDN.9.4.11.8_1,
IDN.9.4.12.1_1,
IDN.9.4.12.2_1,
IDN.9.4.12.3_1,
IDN.9.4.12.4_1,
IDN.9.4.12.5_1,
IDN.9.4.12.6_1,
IDN.9.4.12.7_1,
IDN.9.4.13.1_1,
IDN.9.4.13.2_1,
IDN.9.4.13.3_1,
IDN.9.4.13.4_1,
IDN.9.4.13.5_1,
IDN.9.4.7.3_1,
IDN.9.4.7.4_1,
IDN.9.4.7.5_1,
IDN.9.4.7.6_1,
IDN.9.4.8.1_1,
IDN.9.4.8.2_1,
IDN.9.4.8.3_1,
IDN.9.4.8.4_1,
IDN.9.4.8.5_1,
IDN.9.4.8.6_1,
IDN.9.4.8.7_1,
IDN.9.4.9.1_1,
IDN.9.4.9.2_1,
IDN.9.4.9.3_1,
IDN.9.4.9.4_1,
IDN.9.4.9.5_1,
IDN.9.4.9.6_1,
IDN.9.4.9.7_1,
IDN.9.4.9.8_1,
